Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ecuador,52.84947843,52.52366129,52.19787589,51.87209049,51.54627334,51.22048795,50.89470607,50.56892068,56.00458932,55.64144931,55.27830537,54.96126465,54.64422785,54.32722645,54.01018572,53.69318825,53.37614753,53.059106799999995,52.74210933,52.42506861,52.1080672,51.79103041,51.47398968,51.15698828,50.83995149,50.52295008,50.20595261
Egypt,0.044201115,0.04570797099999999,0.047214827,0.048721684,0.05022854,0.051735395999999996,0.053242252000000004,0.054749108,0.056255965,0.057762821,0.059269677,0.060876989000000006,0.062484304000000004,0.06409161599999999,0.065698932,0.067306243,0.067908984,0.068511725,0.06911447400000001,0.069717215,0.070319956,0.070922697,0.071525438,0.072128186,0.072730927,0.073333668,0.07393640900000001
Euro area,34.37000562,34.59264513,34.83228659,35.06345095,35.29468365,35.52592631,35.75716325,35.98881715,36.22033484,36.45200133,36.52300929,36.63275463,36.72867893,36.82484525,36.93256398,37.03699296,37.2059627,37.36540372,37.533215500000004,37.69485183,37.83584686,37.92575507,38.00862668,38.07576913,38.16303569,38.257937,38.33915268
Eritrea,16.04950495,16.42534653,16.04950495,15.91584158,15.87128713,15.82673267,15.78217822,15.73762376,15.69306931,15.64851485,15.6039604,15.560395800000002,15.5168312,15.47326781,15.42970321,15.38613861,15.34257402,15.29900942,15.25544603,15.21188143,15.16831683,15.12475223,15.08118764,15.03762425,14.99405965,14.95049505,14.90693045
Spain,27.64994841,28.28415873,28.91834949,29.5525598,30.18674861,30.82095893,31.45514969,32.08936001,32.72355077,33.35775913,34.02192275,34.17710564,34.26378647,34.3743701,34.49869896,34.62720119,35.02166294,35.39927242,35.80826014,36.20538982,36.49366856,36.5714373,36.61556287,36.68379203,36.75204461,36.8607287,36.93620953
Estonia,52.04057561,52.04057561,52.21514278,52.30243212,52.38971571,52.47699929,52.56428288,52.65156646,52.73885581,52.82613939,52.91342298,52.95588697,52.99835097,53.04080921,53.08327321,53.125737199999996,53.04080921,52.95588697,52.87095898,52.78603675,52.70110875,52.69167487,52.68223522,51.36416031,51.3549552,51.34575569,51.33655619
Ethiopia,,,,14.691299800000003,14.55040039,14.4095,14.26859961,14.127700199999998,13.986799800000002,13.84590039,13.705,13.564,13.423,13.282,13.140999999999998,13.0,12.8592002,12.71840039,12.57759961,12.436799800000001,12.296,12.33659961,12.377200199999999,12.417799800000001,12.45840039,12.499,12.53959961
European Union,34.96133274,35.11590341,35.28340004,35.44572702,35.60720956,35.76928903,35.93034188,36.09293548,36.25510164,36.41718779,36.47933996,36.57832445,36.68303981,36.77350027,36.86976807,36.96674267,37.09026602,37.20848908,37.33109655,37.44080954,37.54666059,37.63500512,37.75169436,37.82653381,37.91391747,38.00618458,38.08967965
Fragile and conflict affected situations,30.40656555,30.29048951,30.16471518,30.04083125,29.91764464,29.79445744,29.67127023,29.54808362,29.42489593,29.30171009,29.17852289,29.06577245,28.95302358,28.84069752,28.72825813,28.61563764,28.49593066,28.37646987,28.25759797,28.14493012,28.02567842,27.88871838,27.75212432,27.61578823,27.47889003,27.341990799999998,27.20509156
Finland,71.81785351,72.00499031,72.19212712,72.37926393,72.56640074,72.75353754,72.94067435,73.12781116,73.31494796,73.50208477,73.68922158,73.49092094,73.29262031,73.09432608,72.89602545,72.69772481,72.86179343,72.91591305,73.01085884,73.06021718,73.10957552,73.11198131,73.11198131,73.11198131,73.11198131,73.10716989,73.10716989
Fiji,52.15654211,52.30706209,52.45812661,52.60864659,52.75971445,52.91023442,53.0607544,53.21182226,53.36234224,53.5134101,53.66393007,53.84783732,54.03229244,54.21620303,54.40065815,54.58456539,54.53694661,54.48877995,54.44116117,54.39354239,54.34592361,54.61193266,54.87794171,55.14395076,55.40996316,55.67597221,55.94198126
France,26.36394442,26.51972436,26.67550431,26.83128604,26.98706599,27.14284593,27.29862588,27.45440583,27.61018756,27.7659675,27.92169765,28.13062257,28.33954571,28.53283811,28.75739377,28.966847700000002,29.17248768,29.37812945,29.58376943,29.78941119,29.99505117,30.20142238,30.407793599999998,30.61416481,30.82053602,31.02690723,31.23327844
Faroe Islands,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586,0.057306586
"Micronesia, Fed. Sts.",,90.87142944,90.91428484,90.95714024,90.98571232,91.02857317,91.07142857,91.10000065,91.14285605,91.18571690000002,91.2285723,91.25714438,91.29999978,91.34285518,91.38571603,91.41428811,91.45713806,91.50000436,91.52857099,91.57142639,91.61428179,91.65714809,91.68571472,91.72857012,91.77142552,91.81428092,91.85714722
Gabon,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,85.38052548,86.15671207,86.93289867,87.70908526,88.48527186,89.26145845,90.03764505
United Kingdom,11.48266027,11.55540899,11.6281567,11.70090542,11.77365313,11.84640185,11.91915057,11.99189828,12.064647,12.13739471,12.21014343,12.26553095,12.32091948,12.37630699,12.43169552,12.48708304,12.51849749,12.54991093,12.58132538,12.61273882,12.64415327,12.71442153,12.78468979,12.85495805,12.92522631,12.99549456,13.06576282
Georgia,39.60282055,39.60282055,39.63102548,39.64297077,39.65491606,39.66685784,39.67880313,39.69074842,39.70269019,39.71463548,39.72658077,39.76082862,39.79507997,39.82932782,39.86357918,39.89782703,40.04144453,40.18506204,40.32867954,40.47229705,40.61591455,40.61591455,40.61591455,40.61591455,40.61591455,40.61591455,40.61591455
Ghana,37.91421289,38.038148,38.16208311,38.28601393,38.40994904,38.53388415,38.65781926,38.78175438,38.9056852,39.02962031,39.15355542,39.28012571,39.40669601,39.53327059,39.65984089,39.78641118,39.91122612,40.03603676,40.1608517,40.28566234,40.41047728,40.53529222,40.66010286,40.784917799999995,40.90972844,41.03454338,41.15935831
Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,29.56210321,29.41559499,29.26908677,29.12257854,28.97607032,28.829562100000004,28.68305388,28.53654566,28.39003744,28.24352922,28.097021,27.95051278,27.80400456,27.65749634,27.51098812,27.3644799,27.21797168,27.07146345,26.92495523,26.77844701,26.63193879,26.48543057,26.33892235,26.19241413,26.04590591,25.89939769,25.75288947
"Gambia, The",43.67588933,43.86363576,44.05138219,44.23913164,44.42687807,44.61462451,44.80237094,44.99011737,45.17786682,45.36561325,45.55335968,45.75098814,45.9486166,46.14624506,46.34387352,46.54150198,46.71936638,46.8972338,47.07509821,47.25296563,47.43083004,47.58893341,47.74703678,47.90513713,48.063240500000006,48.22134387,48.37944724
Guinea-Bissau,78.80512091,78.46372341,78.12233459999999,77.78093709999999,77.43954828,77.09815078,76.75675328,76.41536447,76.07396697,75.73257815,75.39118065,75.04978316,74.70839434,74.36699684,74.02560802,73.68421053,73.32859175,72.97297297,72.61735420000001,72.26173542,71.90611664,71.55049787,71.19487909,70.83926031,70.48364154,70.12802276,69.77240398
Eq. Guinea,66.31016043,65.89304987,65.47593496,65.05882439999999,64.64170949,64.22459893,63.80748837,63.39037346,62.973262899999995,62.55614799,62.13903743,61.72549107,61.311944700000005,60.89839398,60.48484761,60.07130125,59.65062215,59.22994739,58.80926829,58.38859354,57.96791444,57.55436807,57.14082171,56.72727099,56.31372462,55.90017825,55.48663189
Greece,25.59348332,25.82777309,26.06206286,26.29635452,26.53064429,26.76493406,26.99922383,27.23351359,27.46780526,27.70209503,27.93638479,28.17067456,28.40496433,28.63925599,28.87354576,29.10783553,29.342125300000003,29.57641507,29.81070673,30.044996500000003,30.27928627,30.51357604,30.74786581,30.98215747,31.21644724,31.45073701,31.68502677
Grenada,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756
Greenland,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997
Guatemala,44.30757745,43.80365808,43.29973871,42.79581934,42.29189996,41.78798059,41.28406122,40.78014184,40.27622247,39.7723031,39.26838373,38.76446435,38.26054498,37.75662561,37.25270623,36.74878686,36.34565182,35.94251678,35.53937945,35.13624441,34.73310937,34.393431299999996,34.05375094,33.71407287,33.37439252,33.03471445,32.69503637
Guam,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963
Guyana,84.63296927,84.61366126,84.59436317,84.57505517,84.55575708,84.53644907,84.51714107,84.49784298,84.47853497,84.45923689,84.43992888,84.41960884,84.3992888,84.37896876,84.35864872,84.33832868,84.31191659,84.28549459,84.25908249999999,84.2326605,84.20624841,84.15544831,84.10464821,84.05384811,84.00304801,83.9522479,83.9014478
High income,28.45078444,28.47785963,28.50506868,28.53166083,28.55820419,28.58474781,28.61131622,28.58180774,28.60837354,28.63489095,28.65426256,28.66517647,28.675448499999998,28.68579692,28.69668406,28.70748414,28.71877308,28.72947024,28.75251805,28.76259218,28.77211253,28.80458925,28.83935497,28.87049664,28.90282051,28.93554036,28.95943189
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,72.71427295,71.15560012,69.59692729999999,68.03825011,66.47957728,64.92090446,63.36223164,61.80355881,60.24488162,58.686208799999996,57.12753597,56.05505407,54.98257217,53.91009027,52.83760837,51.76512646,50.69264456,49.62016266,48.54768076,47.47519886,46.40271695,45.33023505,44.25775315,43.18527125,42.11278935,41.04030744,39.96782554
Heavily indebted poor countries (HIPC),35.64588965,35.49078675,35.33104959,33.994204100000005,33.83747639,33.68074743,33.52401847,33.36729076,33.21056155,33.05383382,32.89710488,32.74997445,32.60284483,32.45571458,32.30858496,32.16145453,31.99294751,31.82444126,31.655934100000003,31.48742785,31.31764129,31.1848419,31.05250291,30.92015417,30.78781523,30.655475399999997,30.52313557
Croatia,33.08889286,33.08889286,33.21409408,33.27669469,33.339295299999996,33.4018959,33.42265095,33.48517328,33.58969773,33.65229834,33.71489894,33.779287700000005,33.84367647,33.90806741,33.94210194,34.00643317,34.06719129,34.12794941,34.18870535,34.24946347,34.31022159,34.31736999,34.32451839,34.3316646,34.338813,34.3459614,34.3531098
Haiti,4.2089985489999995,4.18359953,4.158200235,4.132801216,4.107401921,4.082002903,4.056603883999999,4.031204589,4.005805571000001,3.980406275,3.9550072569999997,3.92597957,3.89695216,3.867924473,3.838897063,3.8098693760000004,3.780841689,3.751814279,3.722786592,3.693759182,3.664731495,3.635703808,3.6066763980000003,3.577648711,3.5486213010000003,3.5195936139999997,3.490565927
Hungary,20.04005786,20.16913292,20.29820798,20.42955763,20.55864706,20.68773648,20.816825899999998,20.95991037,21.089087399999997,21.21826308,21.39031466,21.53760267,21.68489204,21.83218004,21.97946941,22.12922665,22.26983568,22.41044472,22.55105511,22.461062899999998,22.60024301,22.65105598,22.70186625,22.75267921,22.80348948,22.85430244,22.90511541
IBRD only,34.49388756,34.44160045,34.38934439,34.33880364,34.28876632,34.23782412,34.18557306,34.13281608,34.093151500000005,34.03736797,33.99551977,33.97964449,33.96418029,33.94807354,33.93155798,33.91522004,33.912260700000004,33.90769003,33.90338585,33.89987348,33.89508217,33.88756031,33.88015746,33.87277131,33.865255499999996,33.85777221,33.85028373
IDA & IBRD total,33.5316261,33.44931991,33.36613288,33.08513615,33.0055077,32.92277578,32.83910341,32.75507375,32.68037474,32.5941821,32.51778527,32.46867466,32.41985556,32.37064892,32.32171104,32.27228718,32.23661977,32.19985048,32.16336175,32.12736166,32.0902428,32.04875664,32.00749702,31.96621958,31.92524086,31.88387428,31.84249625
IDA total,30.62121236,30.44820219,30.27146555,29.45192451,29.28571971,29.11100081,28.93626977,28.76155221,28.58683217,28.41211523,28.23699488,28.09166145,27.94632981,27.80122962,27.6579902,27.51270199,27.38256848,27.25256244,27.12286175,26.9929352,26.86230081,26.72248991,26.58314405,26.44370199,26.305511199999998,26.16599628,26.02645655
IDA blend,24.39780383,24.19256706,23.99311115,23.79044215,23.58813912,23.38583177,23.18348653,22.98118176,22.77887227,22.57656782,22.37429502,22.20866344,22.04303337,21.87744072,21.71177391,21.54610616,21.43821829,21.33033087,21.22244276,21.11455702,21.00681023,20.82612668,20.64541186,20.46466096,20.28401419,20.10329741,19.92258127
Indonesia,65.43771425,64.38139207,63.3250699,62.26875204,61.21242986,60.15610769,59.09978551,58.04346334,56.98714547,55.9308233,54.87450112,54.703158900000005,54.53181667,54.36047013,54.189127899999995,54.01778568,53.63966063,53.26153557,52.88341052,52.50528547,52.12716042,51.74936743,51.37157445,50.99377715,50.61598417,50.23819118,49.8603982
IDA only,32.80114599,32.63931073,32.47053179,31.32480633,31.17126511,31.00567309,30.84008062,30.67448949,30.50889659,30.34330611,30.17712723,30.03851103,29.89989672,29.76159545,29.625980600000005,29.48744721,29.34993255,29.21259952,29.07570247,28.93848223,28.80018872,28.67387381,28.54823746,28.42248037,28.29846716,28.17259188,28.04668084
Isle of Man,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506
India,21.50518467,21.55398799,21.60279001,21.65159333,21.70039535,21.74919867,21.798002,21.84680401,21.89560734,21.94440935,21.99321268,22.14920569,22.30520134,22.46119435,22.61719,22.77318301,22.91316839,23.05315114,23.19313652,23.33311927,23.47310465,23.53310701,23.59310938,23.65311437,23.71311674,23.77311911,23.83312147
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,6.749891131,6.996661344,7.243286257,7.49005647,7.736681383,7.983451596,8.230076509,8.476846722000001,8.723472521,8.970242734,9.216867647,9.390767785,9.564523507,9.738423645,9.912323782,10.08622481,10.17564233,10.26491544,10.35447826,10.44389578,10.53316889,10.61561907,10.69806924,10.78037412,10.86282518,10.94527536,11.02772554
Iran,5.572373812,5.58769833,5.603023447000001,5.618347964,5.6336724810000005,5.6489969989999995,5.664321516,5.679646032999999,5.694970551,5.710295068,5.7256195860000005,5.893391244,6.061169497000001,6.228941155,6.396718808999999,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066
Iraq,1.838260512,1.841461519,1.844662386,1.8478633930000001,1.85106426,1.854265267,1.857466274,1.8606671419999998,1.863868149,1.8670690159999999,1.8702700230000002,1.87347103,1.8766718969999998,1.879872904,1.883073772,1.886274779,1.886274779,1.886274779,1.886274779,1.89952109,1.89952109,1.89952109,1.89952109,1.90036115,1.90036115,1.90036115,1.90036115
Iceland,0.160598508,0.173266841,0.18593515600000002,0.19860349,0.211271823,0.223940157,0.236608472,0.24927680600000002,0.261945139,0.274613473,0.287281788,0.302643393,0.31800497899999997,0.333366565,0.34872817,0.36408977600000003,0.37645887,0.388827926,0.40119702,0.413566076,0.42593517,0.438902743,0.451870317,0.46483789,0.47780550200000005,0.490773075,0.503740648
Israel,6.099815157,6.196857952999999,6.293900044,6.39094284,6.487984931000001,6.585027726,6.682070522,6.779112613,6.876155409,6.9731975,7.070240296000001,7.088724302,7.107209012999999,7.12569302,7.144177731,7.162661738,7.153419734,7.144177731,7.134935023,7.12569302,7.116451017,7.218114462000001,7.3197779060000006,7.421442057,7.523105501,7.6247689460000005,7.726432391
Italy,25.80667097,26.07153753,26.33640408,26.6012723,26.86613885,27.13100541,27.39587196,27.66073852,27.92560673,28.19047162,28.45533984,28.72054673,28.98575363,29.24797715,29.513157,29.77833685,29.96124228,30.14414772,30.32705647,30.50996191,30.69286734,30.87577278,31.05867821,31.24158697,31.4244924,31.60739784,31.79030327
Jamaica,31.819021799999998,31.78485789,31.75069117,31.71652726,31.68236335,31.64819945,31.61403554,31.57987163,31.54570772,31.511540999999998,31.47737709,31.44598315,31.41458922,31.38319528,31.35180134,31.32040741,31.281625,31.242842600000003,31.20406301,31.16528061,31.12650103,31.09141286,31.05632468,31.02123651,30.98614834,30.95106299,30.91597482
Jordan,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032
Japan,68.43115743,68.41086015,68.39056286,68.37027093,68.34997364,68.32967636,68.32811964,68.30781679,68.28751929,68.26721644,68.24691358,68.27928884,68.31165874,68.34403399,68.37640389,68.40877915,68.42578661,68.44279943,68.45980688,68.47681970000001,68.48443286,68.47910573,68.47377875,68.46938561,68.46499783,68.46061005,68.45622227
Kazakhstan,1.267548246,1.267548246,1.2633255909999999,1.261214173,1.259102845,1.256991518,1.25488019,1.252768862,1.250657444,1.248546117,1.246434789,1.244360448,1.242286198,1.240211857,1.238137607,1.236063266,1.2339889259999999,1.231914675,1.229840335,1.227766084,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001
Kenya,8.300242471,8.095195918,7.890150222999999,7.685103669,7.480057974,7.275011421,7.069965296,6.8649191720000005,6.659872619,6.454826495,6.24978037,6.42196999,6.594159609,6.766349228999999,6.938538847999999,7.110728468,7.175036191,7.239343914,7.30365078,7.367958503,7.432266226,7.49657395,7.560881673,7.625188538,7.6894962620000005,7.753803985,7.818111707999999
Kyrgyz Republic,4.3587069860000005,4.3587069860000005,4.383628933,4.3950467710000005,4.406464928,4.417883084,4.429301241,4.440719398,4.452137554,4.463555711000001,4.474973868,4.486444213,4.497914558,4.509384903,4.52085493,4.532325275,4.3318041019999995,4.1312826110000005,3.93076112,3.730239948,3.529718457,3.488008342,3.4462982269999998,3.404588113,3.362877998,3.321167883,3.279457769
Cambodia,73.32880127,72.53682413,71.74484699,70.95286432,70.16088718,69.36891004,68.5769329,67.78495576,66.99297309,66.20099595,65.40901881,64.48561070000001,63.56220258,62.63879447,61.71538636,60.79197825,60.07024478,59.34851686,58.62678339,57.90505546,57.183322,56.46158854,55.73986061,55.01812715,54.29639922,53.57466576,52.8529323
Kiribati,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953
St. Kitts and Nevis,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231
"Korea, Rep.",66.03773585,65.95272449,65.8677182,65.78270685,65.69770055,65.6126892,65.52767784,65.44267155,65.35766019,65.2726539,65.18764255,64.93074119,64.82900924,64.75413425,64.67258932,64.58440888,64.49628305,64.40156629,64.28704191,64.1726777,64.01234568,63.94073364,63.78378178,63.62983643,63.54921582,63.46143979,63.35483649
Kuwait,0.19360269600000002,0.20145903,0.209315377,0.21717171100000002,0.22502807100000002,0.232884405,0.24074073899999998,0.248597072,0.256453433,0.264309766,0.27216609999999997,0.280022434,0.287878794,0.295735128,0.303591462,0.311447822,0.319304156,0.32716049,0.335016823,0.342873184,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005
Latin America & Caribbean (excluding high income),52.59557581,52.35602347,52.11647628,51.87692442,51.63737625,51.39782438,51.1582736,50.91872619,50.75504974,50.51514209,50.27523373,50.02211089,49.77163056,49.5184698,49.26530756,49.01209481,48.82141278,48.63067861,48.43997198,48.24926348,48.0585563,47.92666959,47.79689266,47.67165994,47.54132455,47.41048725,47.279650200000006
Lao PDR,76.45104155,75.96624682,75.48145208,74.99666581,74.51187107,74.02707634,73.54224775,73.05745302,72.57265828,72.08787201,71.60307727,71.90091191,72.19878886,72.4966235,72.79450045,73.09233508,73.91196213,74.73158917,75.55121622,76.37084326,77.19047031,78.01009735,78.8297244,79.64935144,80.46897849,81.28860553,82.10823257
Lebanon,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.91300157,13.02052756,13.12805504,13.23558103,13.3431085,13.35092882,13.35874914,13.36656945,13.37438977,13.38220859,13.39002891,13.39784922,13.40566954,13.41348986,13.42131017,13.42913049
